code,nom,fbID,apropos,description,mission,categorie1,categorie2,categorie3,pays,état,ville,adresse courte,adresse longue,likes,talking_about,Indice (L*TA/10⁶)
cjad800,CJAD 800 Montreal,62993538701,"News Talk Radio - CJAD 800
Listen Live:
http://www.iheartradio.ca/cjad/player","News Talk Radio CJAD 800 is Montreal's ""go to"" for compelling conversation and frequent News, Weather and Traffic. 

CJAD 800 has the top-rated hosts all-day including Andrew Carter, Leslie Roberts, Tommy Schnurmacher, Natasha Hall and Aaron Rand. 

News and Weather are reported every half-hour. Traffic is updated every 15 minutes (:00, :15, :30, :45). 

There are many ways to listen: 

On the dial: 800 AM
On-line: http://www.iheartradio.ca/cjad
Mobile: iheartradio.ca
Videotron Illico: Channel 573


You can also follow us on Twitter: http://twitter.com/CJAD800

For questions or comments about the station e-mail Program Director Chris Bury at cbury@cjad.com. ","Our mission is simple: inform, entertain and provide a voice to Montrealers. ",Broadcasting & Media Production Company,?,?,Canada,QC,Montreal,1717 Boulevard René-Lévesque Est,"1717 Boulevard René-Lévesque Est, Montreal, Quebec H2L 2R8",35263,4744,"167,287672"
tvaquebec,TVA Québec,122398244448311,Bienvenue! Les publications sont rédigées par la salle de nouvelles et le marketing de TVA Québec. Vous avez une nouvelle? nouvelles.quebec@tva.ca,"Bienvenue sur la page TVA Québec ! 

Soyez à l'affût des dernières nouvelles et des concours !

Les publications sont rédigées par la salle de nouvelles et le marketing. 

Nous écrire à: 

Vous avez une nouvelle ? 
Écrivez-nous à cette adresse courriel: nouvelles.quebec@tva.ca 

Ou le numéro suivant :  418-688-2030

Merci !",?,TV Network,?,?,?,?,?,?,?,46656,3418,"159,470208"
enbeauce,EnBeauce.com,137517729595139,www.enbeauce.com  Média électronique quotidien en Beauce.  Suivez-nous sur twitter  www.twitter.com/enbeauce,Restez à l'affût des nouvelles de la Beauce avec votre quotidien Web le plus visité de la région!,?,Newspaper,Broadcasting & Media Production Company,News & Media Website,Canada,QC,Saint-Georges,"9085, boul. Lacroix","9085, boul. Lacroix, Saint-Georges, Quebec G5Y 2B4",26882,5423,"145,781086"
gravelmatin,Gravel le matin,1387489814797612,"Émission matinale d'ICI Radio-Canada Première dans le Grand Montréal animée par Alain Gravel. En semaine, de 5h30 à 9h. ","Gravel le matin est le rendez-vous matinal d'ICI Radio-Canada Première dans le Grand Montréal.

Cette page est un endroit pour discuter de vos préoccupations en lien avec l'actualité. Nous voulons VOUS entendre! Il s'agit d'un lieu de discussion ouvert et respectueux qui doit respecter la nétiquette d'ICI Radio-Canada : http://ici.radio-canada.ca/apropos/conditionsutilisation/netiquette/",?,Media/News Company,?,?,?,?,?,?,?,34364,4211,"144,706804"
tvatroisrivieres,TVA Trois-Rivières,126132734088267,"Pour nous joindre :TVA Trois-Rivières :
(819) 376-8880 
Salle des nouvelles : (819) 376-8884 
Service des ventes :  (819) 376-8880",?,"Vous informer, vous divertir, vous servir! 
",TV Channel,?,?,?,?,?,?,?,39629,3543,"140,405547"
iciestrie,ICI Estrie,211536155525838,"Radio-Canada Estrie, ce sont vos nouvelles à la télé, à la radio et sur le web","CBC / Radio-Canada est le radiodiffuseur public national du Canada et l'une des plus grandes institutions culturelles du pays. Présent partout au pays à la radio, à la télévision et sur Internet, CBC / Radio-Canada propose une programmation distinctive, crédible et rassembleuse qui enrichit la vie culturelle et démocratique de tous les citoyens.","Notre page Facebook de Radio-Canada Estrie est animée par Julie Laurent, agente de communication, Geneviève Proulx, journaliste web, ainsi que par les personnalités et animateurs de la station.
Nous vous invitons à participer, à commenter nos publications et à partager vos photos, vidéos, infos...! Régulièrement, nous vous proposons une question en lien avec l'actualité afin de connaître vos avis et de susciter le débat sur des sujets qui vous préoccupent. Certains commentaires pourront être diffusés au Téléjournal Estrie ou dans le cadre de nos émissions sur ICI Radio-Canada Première.
Nous souhaitons bien sûr que les échanges soient respectueux et argumentés, dans le respect de notre nétiquette : https://www.facebook.com/iciestrie/app/246696872143791/
Merci de votre participation!",Broadcasting & Media Production Company,?,?,?,?,Sherbrooke,1335 rue King Ouest,"1335 rue King Ouest, J1J2B8 Sherbrooke",31565,3827,"120,799255"
iciottawagatineau,ICI Ottawa Gatineau,152856822182,Bienvenue sur la page Facebook officielle de Radio-Canada Ottawa-Gatineau,"ICI Ottawa-Gatineau, c'est une communauté d’intérêts axée sur la vie dans la grande région de la capitale sous toutes ses coutures.

C'est aussi un lieu de discussion sur ce qui vous allume. On veut connaître votre point de vue. Sondez, analysez, informez-nous. Contestez, argumentez, débattez. Soyez inspirant, divertissant et amusez-vous. Votre contribution enrichit notre programmation et contribue à alimenter et à diversifier la discussion.

Découvrez avant tout le monde les sujets du jour et suivez en coulisses le travail des artisans, des animateurs, chroniqueurs et des journalistes de Radio-Canada Ottawa-Gatineau. ",?,Broadcasting & Media Production Company,?,?,Canada,ON,Ottawa,"181, rue Queen","181, rue Queen, Ottawa, Ontario K1Y 1E4",40063,2652,"106,247076"
lenouvelliste,Le Nouvelliste,103058656428479,"Le Nouvelliste, votre quotidien régional depuis plus de 90 ans!","Le Nouvelliste, quotidien propriété de Groupe Capitales Médias, dessert les grandes régions de la Mauricie et du Centre-du-Québec.

Notre site internet
www.cyberpresse.ca/le-nouvelliste/

Notre version électronique
http://www.lenouvellistesurmonordi.ca/

Pour contacter notre salle de nouvelles: 819-693-5464
",?,Broadcasting & Media Production Company,?,?,Canada,QC,Trois-Rivières,"1920, rue Bellefeuille","1920, rue Bellefeuille, Trois-Rivières, Quebec G9A 3Y2",35462,2933,"104,010046"
LeQuotidienProgres,Le Quotidien,290633408116,Leader de l'information régionale au Saguenay-Lac-Saint-Jean. Pour nous contacter: redaction@lequotidien.com ou 418-690-8800,?,"Relater les faits d'actualité de notre région, et ce, sur une base quotidienne.",Broadcasting & Media Production Company,?,?,Canada,QC,Chicoutimi,1051 boulevard Talbot,"1051 boulevard Talbot, Chicoutimi, Quebec G7H 5C1",23949,3913,"93,712437"
Infopresse,Infopresse,77711207066,La référence des professionnels des communications et du design au Québec. Suivez-nous quotidiennement sur @infopresse et infopresse.com,?,?,Publisher,?,?,Canada,QC,Montreal,"4316, boulevard St-Laurent","4316, boulevard St-Laurent, Montreal, Quebec H2W 1Z3",47837,1749,"83,666913"
ChatelaineQc,Châtelaine,12560489166,"Réflexion, culture, santé, cuisine et petits pots.
http://fr.chatelaine.com/",La netiquette qui régit la modération des commentaire sur cette page Facebook est celle-ci : http://www.chatelaine.com/netiquette,?,Magazine,?,?,?,?,?,?,?,109054,738,"80,481852"
MAURAIS.LIVE,Maurais Live - Radio X,218942341504026,"MAURAIS LIVE-Le matin, de 5h30 à 9h30, avec Dominic Maurais, JC Ouellet, Dan Gravel et Laurent Gaulin.  En semaine, à RadioX, CHOI 98,1fm.",?,?,Radio Station,?,?,?,?,?,?,?,25840,3058,"79,01872"
acadienouvelle,Acadie Nouvelle,26891234963,L'Acadie s'exprime ici!,?,?,Newspaper,?,?,Canada,NB,Caraquet,476 boulevard Saint-Pierre,"476 boulevard Saint-Pierre, Caraquet, New Brunswick E1W 1B7",39503,1982,"78,294946"
radioxquebec,"Radio X - CHOI 98,1",103399319745858,"CHOI 98,1 Radio X est LA station radiophonique de Québec. Ses opinions tranchées et pertinentes sur des sujets chauds de l'actualité ainsi que sa forte personnalité font de Radio X l'incontournable de la Capitale.","CHOI 98,1 Radio X est LA station radiophonique de Québec. Ses opinions tranchées et pertinentes sur des sujets chauds de l'actualité ainsi que sa forte personnalité font de Radio X l'incontournable de la Capitale.",?,Broadcasting & Media Production Company,?,?,?,?,?,?,?,54945,1277,"70,164765"
magazine7Jours,7 Jours,113918058635710,La référence artistique et culturelle no 1 / www.7jours.ca / Suivez 7 Jours sur Twitter: http://twitter.com/7jours,?,"7 Jours couvre l’ensemble de l’actualité artistique au
Québec en présentant les toutes dernières nouvelles
ainsi que des entrevues exclusives avec les personnalités
québécoises du moment.",Magazine,?,?,?,?,?,?,?,77620,903,"70,09086"
1047fm.Outaouais,"104,7 Outaouais",271598752944478,Attendez-vous à plus ! www.fm1047.ca - www.twitter.com/1047_FM,"5h30 à 9h30 - Que l'Outaouais se lève!  Avec Michel Lapointe et de nombreux collaborateurs, dont Caroline Tétreault, Mario Aubé, Marc Legault et Roch Cholette.

9h30 à 11h - Doc Mailloux et Josey

11h à Midi - Isabelle Maréchal parle des grands enjeux de la société québécoise.

12h à 15h - Solide comme le Roch avec Roch Cholette.

15h à 17h - L’Outaouais maintenant avec Louis-Philippe Brulé et ses nombreux collaborateurs dont Valérie Clairoux aux arts et spectacles et Jérémy Filosa pour nous parler de sports.
",?,Broadcasting & Media Production Company,?,?,Canada,QC,Gatineau,150 d'Edmonton,"150 d'Edmonton, Gatineau, Quebec J8Y 3S6",26983,2549,"68,779667"
cimtnouvelles,CIMT Nouvelles,176156409078792,"CIMT, le leader de l'information régionale. Pour vos nouvelles sur les régions du KRTB, de L'Islet, de Charlevoix et du Nord-Ouest du Nouveau-Brunswick.

Suivez-nous du lundi au vendredi à 12h et 18h au TVA Nouvelles.",CIMT Nouvelles se réserve le droit de diffuser les noms et les commentaires publiés sur cette Page Facebook.,?,Broadcasting & Media Production Company,?,?,Canada,QC,Rivière-du-Loup,15 rue de la Chute,"15 rue de la Chute, Rivière-du-Loup, Quebec G5R 5B7",27481,2467,"67,795627"
JournalExpressDrummond,Journal L'Express de Drummondville,111462462235449,"Journal L'Express de Drummondville 1050, rue Cormier Drummondville, Québec J2C 2N6","Pour consulter nos modalités d'utilisation, cliquez ici : http://www.journalexpress.ca/Termes-et-conditions",Informer les citoyens des plus récents événements dans la grande région de Drummondville.,Newspaper,Other,Broadcasting & Media Production Company,Canada,QC,Drummondville,"1050, rue Cormier","1050, rue Cormier, Drummondville, Quebec J2C 2N6",19642,3439,"67,548838"
laterreca,La Terre de chez nous,330389168569,La Terre de chez nous est LA référence québécoise en matière d'actualités agricoles au Québec. www.laterre.ca,Le site internet de «La Terre de chez nous» publie chaque jour des nouvelles issues du monde agricole et rédigées par des journalistes d'expérience.,?,News & Media Website,?,?,Canada,QC,Longueuil,555 boulevard Roland-Therrien,"555 boulevard Roland-Therrien, Longueuil, Quebec J4H3Y9",26087,2405,"62,739235"
fm1033,"FM 103,3 - La radio allumée",110821378937188,"Le FM 103,3 la radio allumée. www.fm1033.ca","Le FM 103,3 est l'unique média électronique à produire des actualités rive-sudoises quotidiennement avec le choix musical francophone le plus important au Québec. Le contenu culturel et social, ainsi que la programmation divertissante reflètent l'image de notre collectivité. ","La mission de la station de radio FM 103,3 est de contribuer à l’émergence de l’identité rive-sudoise et d’en favoriser l’expression. Étant une radio enracinée dans son milieu et au service de sa communauté, le FM 103,3 contribue également au mieux-être de cette communauté en participant étroitement à son développement culturel, social et économique. La FM 103,3 vit enraciné dans son milieu et au service de sa communauté. 
",Radio Station,?,?,Canada,QC,Longueuil,91 St-Jean,"91 St-Jean, Longueuil, Quebec J4H 2W8",16344,3757,"61,404408"
TVASaguenayLacStJean,TVA Saguenay-Lac-St-Jean,154703251237678,Bienvenue sur la page Facebook de TVA Saguenay-Lac-Saint-Jean!,?,"Le 14 avril 1963 marquait le début d’une grande aventure.  Par le biais de son antenne,   visible à des kilomètres à la ronde, CJPM fait son entrée en ondes .   

Pour John et Paul Murdock premiers bâtisseurs de l’époque , la mise en opération de ce poste de télévision est avant tout «une marque de confiance dans l’avenir de notre région ».   La tâche est colossale car la télé québécoise est encore jeune. Les artisans doivent apprendre leur métier en direct, parfois même l’inventer. Le petit écran a de grandes ambitions . 

De télé-métropole à TVA, la télévision du Saguenay-Lac-Saint- Jean innove et entre dans l’ère de l’information . TVA CJPM s’ouvre plus que jamais sur le monde et capte l’histoire de la région.",Media/News Company,?,?,?,?,?,?,?,27906,2141,"59,746746"
kykradiox,KYK 95.7 Radio X,117228977327,"Page officielle de KYK 95.7 Radio X 

Pour nous rejoindre : 

Message Facebook
live@kykradiox.com
418-543-5131 (Directement en ondes)",?,?,Broadcasting & Media Production Company,Radio Station,Telecommunication Company,Canada,QC,Chicoutimi,"345, des Saguenéens, Local 160","345, des Saguenéens, Local 160, Chicoutimi, Quebec G7H 6K9",26435,2019,"53,372265"
Mario-Dumont-LCN-152848078188028,Mario Dumont LCN,152848078188028,?,?,?,TV Show,?,?,?,?,?,?,?,24944,1974,"49,239456"
icigaspesieilesdelamadeleine,ICI Gaspésie-Les-Îles,226135530782200,?,"Merci de respecter la nétiquette lors de vos échanges, et surtout de demeurer respectueux des autres internautes, sans quoi vous courez le risque d'être bannis ne notre tribune : http://ici.radio-canada.ca/apropos/conditionsutilisation/netiquette/

Veuillez noter que nous effectuons une modération de base des commentaires, mais que nous n'avons pas la capacité de tous les lire. Merci de nous signaler les commentaires que vous jugez inappropriés.",?,Media/News Company,?,?,?,?,Matane,303 rue St-Jérôme,"303 rue St-Jérôme, G4W3A8 Matane",17259,2730,"47,11707"
lepicerie,L'épicerie,23464139596,"Le grand magazine sur l'alimentation de Radio-Canada. Chaque mercredi, 19h30, ICI Radio-Canada Télé",?,"L'épicerie ouvre cette page pour partager ses contenus et vous permettre d'échanger et de discuter autour des sujets et des thèmes qui nous sont chers. Nous souhaitons que cet espace soit le votre. Aussi, ne pouvant pas vérifier toute l'information échangée,  nous vous invitons à faire preuve de discernement. Bonne visite !",TV Show,?,?,?,?,?,?,?,86591,531,"45,979821"
